r (Angstrom),"g(r) O-Cl-, Glycine (G)","g(r) O-OE1, Glycine (G)","g(r) O-Cl-, Serine (S)","g(r) O-OE1, Serine (S)","g(r) O-Cl-, Arginine (R)","g(r) O-OE1, Arginine (R)","g(r) O-Cl-, Lysine (K)","g(r) O-OE1, Lysine (K)","g(r) O-Cl-, Aspartic acid (D)","g(r) O-OE1, Aspartic acid (D)","g(r) O-Cl-, Glutamine (Q)","g(r) O-OE1, Glutamine (Q)","g(r) O-Cl-, Tyrosine (Y)","g(r) O-OE1, Tyrosine (Y)","g(r) O-Cl-, Phenylalanine (F)","g(r) O-OE1, Phenylalanine (F)"
16.100000000000005,0.9913331638364897,1.0050829025104313,1.0084158754585375,1.0048141866718627,1.0129438859058963,1.0577882401578138,1.025727224060471,1.0403103970103957,1.0019000037716363,0.9839896258486438,1.0153177742676538,1.0144396892597927,1.0119603515987727,1.028912672227696,1.000619257225174,0.99657086091016
16.300000000000004,1.0145442826240005,0.9980983277479353,1.0152102849135147,0.9997518579808212,1.0195177059638563,1.046355079408793,1.0148742063325686,1.0367820989612708,0.9871862012476017,0.9740085450730123,1.0104735700139729,1.0136068891240937,0.9982760044092406,1.0177237868742877,1.0071371538202893,1.0098659385152735
16.500000000000004,1.0020301871319002,0.9996800912299574,0.9952634811973757,1.003410817273521,1.0209074799873943,1.034525409331722,1.0325752829796748,1.0295103234049892,0.9885462861876793,0.981782115897755,1.0111378927691104,1.0013880716532226,1.0055939106088843,1.0057774513087996,0.9990393132524703,1.0034622926114611
16.700000000000006,1.0043885850614216,1.0161648735393798,1.000885657614711,1.010653219894634,1.008979961921927,1.0371242838106063,1.008882397175491,1.0282967264483345,0.9994937565969013,0.977986988510633,1.0095454521771021,1.0088074893500036,1.0004044452901932,1.0022763680268338,1.0016538845064784,1.0155601383182744
16.900000000000006,1.0032374784890221,1.01341839080539,0.9967449741918399,1.0180099998637004,1.0095066212187733,1.040418734310554,1.026372448707507,1.0250436387614812,1.0041179501338626,0.9968100334987997,1.006472779085457,0.9967429421980318,1.0108574064534102,1.020229866092125,1.0115063912438784,1.0118615533636597
17.100000000000005,1.0118606030066888,1.0039619967724756,1.0025588261348009,1.0014934181816495,1.0128342441982139,1.038314895502602,1.0179655755365018,1.0219598201413966,0.9979200226837681,0.9946281842140724,1.0019803799148597,1.0049581140354793,1.0014585279388524,1.0203188314485245,1.0024818896137555,1.0027216416530844
17.300000000000004,1.0122748865290858,1.0174811246122715,1.0085509125439702,1.008102297702206,1.0202617823628997,1.0349188239451839,1.0090485903353905,1.0134867391210496,0.9994477343556274,0.9750180458215887,1.0068525805944062,1.011757652960998,1.0042913618047749,1.0267379234775715,1.0087744559608052,1.0020674738649988
17.500000000000004,1.0089662017634358,1.0092246758659587,1.0090133487880484,1.0047074513712646,1.0046167643371253,1.0390541650060716,1.0183592812396187,1.0194041975899362,0.9998263407518126,0.9879157270765204,1.0074335175689375,1.00448319262515,0.9969916544391961,1.0244828853728911,1.0082913953857495,1.0187307749188568
17.700000000000006,1.0128340400491964,1.0076502699558647,1.027208814319264,1.0062454210841716,0.9958777224338924,1.0231454454346207,1.0075683457169453,1.0024791544245724,1.0004100365129045,0.9977849506608872,0.9982043440258918,1.00668911373503,1.0091742047097103,1.002193124857478,0.9954034173318942,1.0016853102816679
17.900000000000006,1.0100161845894113,1.0048659538293125,1.0047743559513735,1.0143241504849017,1.0217010611814223,1.029903612157562,1.0054150981291348,1.0079951534304037,1.0047521193812647,0.988518970987222,1.0031846645172597,1.0015226760320781,1.001703043271685,1.0235183536265289,1.0129784787959888,1.0063210941259064
