0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78.8	1.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91.3	5.61	0.713	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0
106	11.9	4.01	6.28	0.905	0	0	0	0	1.29	1.59	2.3	1.4	2.09	0.742	0.928	0.557
122	15.6	9.5	11.3	4.27	1.3	0	0	0	6.63	7.21	8.72	6.45	7.76	3.53	4.03	3.89
142	15.5	13.7	13.7	9.25	6.01	1.2	0	0	14.6	14.6	15.1	13.3	13.3	7.84	8.3	10.2
164	13.6	15.1	13.8	13.3	13	5.89	0.213	0.524	19.6	18.9	17.8	17.7	15.7	11.7	11.8	15.7
190	11.4	14.7	12.9	15.2	18.1	13.1	3.95	4.5	19.7	18.9	17.3	18.3	15.6	14	13.8	17.8
220	8.9	12.9	11.2	14.9	18.9	18.4	13.2	13	16.2	15.6	14.5	15.8	13.7	14.4	14.1	16.6
255	6.45	10.3	9.03	12.9	16.3	19.2	21.6	20.5	11.1	11.1	10.6	11.7	10.9	13.2	12.8	13.4
295	4.35	7.57	6.89	10.3	12	16.5	23	22	6.45	6.73	6.89	7.7	8.02	11	10.8	9.61
342	2.73	5.21	5.04	7.63	7.71	12.2	18.6	18.3	3.05	3.48	3.95	4.43	5.54	8.64	8.48	6.21
396	1.56	3.31	3.51	5.26	4.22	7.67	11.8	12.3	1.07	1.44	1.92	2.16	3.58	6.32	6.23	3.55
459	0.772	1.86	2.26	3.25	1.82	3.93	5.59	6.32	0.218	0.41	0.719	0.808	2.09	4.17	4.15	1.69
531	0.305	0.878	1.32	1.75	0.539	1.5	1.73	2.21	0.0115	0.0578	0.172	0.194	1.07	2.45	2.46	0.607
