r (Angstrom),"g(r) CA-Cl-, Glycine (G)","g(r) CA-OE1, Glycine (G)","g(r) CA-Cl-, Serine (S)","g(r) CA-OE1, Serine (S)","g(r) CA-Cl-, Arginine (R)","g(r) CA-OE1, Arginine (R)","g(r) CA-Cl-, Lysine (K)","g(r) CA-OE1, Lysine (K)","g(r) CA-Cl-, Aspartic acid (D)","g(r) CA-OE1, Aspartic acid (D)","g(r) CA-Cl-, Glutamine (Q)","g(r) CA-OE1, Glutamine (Q)","g(r) CA-Cl-, Tyrosine (Y)","g(r) CA-OE1, Tyrosine (Y)","g(r) CA-Cl-, Phenylalanine (F)","g(r) CA-OE1, Phenylalanine (F)"
18.100000000000005,1.0045455773265985,1.0027719909516821,1.0081876451658243,0.9962802695235456,1.0053874420519562,1.0138817210633686,1.0094420114962057,1.001170711617812,1.004677667157972,1.0054621929021308,1.0012727516028999,0.9979317192054459,1.0004751907118385,1.0285111700400464,1.0066417918627812,1.0145554526592293
18.300000000000004,1.007836596840116,0.9987378356277382,1.0051826251138463,1.0078273541087173,0.998850063647273,1.0272085699204876,1.004892731863176,0.996802143910553,1.0017459631322139,0.9929520401573555,1.0047437279230498,1.0011225573538851,0.9976384151317449,1.016805131848572,1.0095908661005262,1.0099757133731528
18.500000000000004,1.0108599219287868,1.011984199308911,1.006651854180816,1.0153803255329181,1.004369830232214,1.0223148245277176,1.0183758307351831,0.9953386006078384,1.0057393830221895,0.9939711259889972,1.0020072506843065,1.000764068424445,1.00550193014152,1.01029731039972,0.9990946734642107,1.0053101769692037
18.700000000000006,1.0080389172010966,1.0159350740771882,0.9947387857376023,1.0064368659070106,0.9921993304205133,1.0133239488852095,1.0071166858157108,0.9999935639562583,1.0155731788654072,0.9883690697892802,0.9955360582326468,1.000648420653223,1.007741266488267,1.0079429893256513,1.0086127871618107,1.0151478348084535
18.900000000000006,0.9986844797516905,1.01018125071337,1.004060739509876,1.0098995267125042,1.0032666414093097,1.0202954593756224,1.0169311159548955,0.9914235459518138,1.008374729807529,1.0029187340647632,1.001083277072211,0.9985499962191307,0.9938313826316039,1.0078912151589317,1.0065513223521623,1.0144154234317955
19.100000000000005,1.008955465151323,1.0078021513780322,1.0043188496769524,1.014986359175193,1.0020447863160515,1.001998107353197,1.0061302076702545,1.0001835335146652,1.0085396845020906,0.9878450770220556,1.0086895829591591,0.997371367978072,0.9946486010264315,1.0094938406484357,1.0065898700603366,1.0149832539938772
19.300000000000004,1.0043474656365354,1.0084604113569953,1.0029377719119728,1.007541066015838,1.002625860710964,1.0203032277446846,1.0110952053785107,0.9956273507223234,1.0152828246235819,1.0056190698401029,1.0054315353038374,1.0014386200358916,1.0047473869425008,1.005197386775257,1.009407112835201,0.9972088353712729
19.500000000000004,1.020954703216203,1.0119712677895887,1.0074703582176057,1.0018068931971444,1.0007493916467118,1.0081301894552455,1.0057814054378282,0.9867211790482671,1.0069947286240508,0.9940346132339937,1.008396309791958,1.010237535288474,1.0044942176446767,1.0082199941621894,1.0155252822476186,1.0053684943439685
19.700000000000006,1.0020738717901065,1.004261927609489,1.0051178960277172,1.012944254124764,0.9990006952027508,1.0074651898617653,1.011803466918956,0.9941445169625917,1.0044225146321177,1.0018418914434686,0.990609579785634,1.006087760182398,1.0051126678394093,1.0261456823034991,0.9976611796059456,1.0063927014270269
19.900000000000006,0.9995780031740302,1.0219044150931522,0.9984125262314295,1.0108462172488162,0.9979336871381157,1.0097486221233578,0.9967432726690562,0.9895264518487746,1.011658625446145,1.0004283442187907,1.0158907599447171,1.0116229639194334,1.0091742780477888,1.0192305758052724,1.0079561184141475,1.0087280404154293
20.100000000000005,1.0062009471174962,1.0071807573851437,1.0041574366076105,1.006737662719053,1.000707671925527,1.0102996174426417,1.0043990295218759,0.9854643436920382,1.0070818956689895,1.0003506723275475,1.006576524395994,1.0117832391962491,1.004496078042745,1.0122095961826532,1.0089219139069419,1.0099329070732397
